# Spark-gap event table. SI units unless noted in SPARK_GAP_METRICS.md.
# Storage units: s, V, V/s, Hz, J, C, A, H.
# event_index [1]: 0-based order of detected collapses. Used to plot conditioning.
# first_cycle [bool]: True when the preceding ramp is much flatter than the later population (startup / long plateau). Kept in the event table; excluded from typical stats.
# t_break [s]: Collapse-start time: first sample of the steepest ~20 ns drop. Event timestamp for all intervals; not the 1-sample voltage maximum.
# v_breakdown [V]: Median voltage over the ~20-50 ns plateau immediately before t_break. Repetitive breakdown voltage for that shot.
# v_undershoot [V]: Minimum in the ~200 ns after t_break. Includes inductive kick / probe ringing.
# v_residual [V]: Median voltage after ringing settles (~1-5 us post-edge), at the start of the next charging ramp. Recovery / restart voltage for the next cycle.
# dv_collapse [V]: v_breakdown - v_undershoot. Total observed swing including undershoot.
# period_s [s]: t_break[i] - t_break[i-1]. Undefined for event 0.
# rep_rate_hz [Hz]: 1 / period_s for that interval.
# t_collapse_10_90 [s]: t90 - t10. IEC/scope 10-90% fall time of the discharge edge.
# slew_collapse_mean [V/s]: 0.8 * (v_pre - v_post) / t_collapse_10_90. Mean collapse gradient; a lower bound set by scope bandwidth.
# slew_collapse_peak [V/s]: Maximum |dV/dt| over a 5 ns window on the falling edge.
# t_ring [s]: Dominant post-collapse ring period in the 50-400 ns window (median peak spacing of the residual after a short moving mean).
# charge_rate [V/s]: Least-squares slope of the linear charging ramp from residual settle to ~100 ns before t_break. I ≈ C * charge_rate if C is known.
# charge_r2 [1]: Coefficient of determination of the linear ramp fit. Low R² flags a non-linear ramp.
# v_charge_start [V]: Voltage at the start of the ramp-fit window.
# v_charge_end [V]: Voltage at the end of the ramp-fit window (near v_breakdown).
# recovery_s [s]: Time from t_break until a short local slope matches the next-cycle charge rate. Duration of the post-spark transient.
# energy_j [J]: 0.5 * C * v_breakdown^2. Only when --capacitance is given.
# charge_c [C]: C * (v_breakdown - v_residual). Only when --capacitance is given.
# source_current_a [A]: C * charge_rate during the linear ramp. Only when --capacitance is given.
# L_est_h [H]: 1 / ((2π / t_ring)^2 * C) if t_ring and C are known.
event_index,first_cycle,t_break,v_breakdown,v_undershoot,v_residual,dv_collapse,period_s,rep_rate_hz,t_collapse_10_90,slew_collapse_mean,slew_collapse_peak,t_ring,charge_rate,charge_r2,v_charge_start,v_charge_end,recovery_s,energy_j,charge_c,source_current_a,L_est_h
0,True,-0.001969046,5394.532,-1618.3596000000002,0.0,7012.891600000001,,,1.1000000000281618e-08,372713119990.45795,701289160000.0001,1.0499999999894274e-08,8649483.620669927,0.9114916471104801,-1078.9064,5394.532,,,,,
1,False,-0.0016292249999999998,5933.9852,-1888.0862000000002,0.0,7822.071400000001,0.00033982100000000013,2942.7257291338665,6.0000000000944714e-09,791198026654.2091,971015760000.0002,9.999999999940612e-09,16278064.36407047,0.9964000412551187,-809.1798000000001,5933.9852,,,,,
2,False,-0.0013239519999999998,6473.438400000001,-1618.3596000000002,0.0,8091.798000000001,0.000305273,3275.7564540591534,1.4000000000003593e-08,369910765714.19086,593398520000.0001,1.1999999999972102e-08,19130870.18678821,0.9964372530419662,-1348.633,6473.438400000001,,,,,
3,True,-0.0008938039999999998,5664.2586,-1618.3596000000002,0.0,7282.618200000001,0.000430148,2324.781238085496,5.999999999877631e-09,755234480015.403,809179800000.0,9.999999999940612e-09,6792668.036842409,0.31177123763947856,-269.7266,5664.2586,,,,,
4,True,-0.0003644519999999999,5394.532,-1618.3596000000002,0.0,7012.891600000001,0.0005293519999999999,1889.1021475313219,4.999999999970306e-09,819968864004.8696,917070440000.0,1.2999999999662587e-08,2285713.936006541,0.04080852118749734,-1078.9064,5394.532,,,,,
5,True,-7.999999999692281e-09,7552.344800000001,-2966.9926,0.0,10519.3374,0.0003644440000000002,2743.905785250956,5.999999999877631e-09,1114869946689.4045,1456523640000.0002,1.2500000000142605e-08,12602346.465544393,0.3878320447442263,-269.7266,7552.344800000001,,,,,
6,False,0.00015418300000000044,6473.438400000001,-2427.5394,0.0,8900.9778,0.00015419100000000014,6485.4628350552175,6.999999999784956e-09,770647428595.1034,1024961080000.0,1.1999999999972102e-08,48921568.69463239,0.9981899049517213,-1078.9064,6473.438400000001,,,,,
7,False,0.0003068880000000004,8091.798000000001,-2427.5394,0.0,10519.3374,0.00015270499999999994,6548.57404800105,7.000000000218637e-09,955602811398.7245,1402578320000.0002,1.0999999999847937e-08,50736964.405036874,0.9973166059622549,-809.1798000000001,8091.798000000001,,,,,
8,False,0.0004686670000000003,7552.344800000001,-2427.5394,0.0,9979.8842,0.00016177899999999992,6181.27198214849,1.4999999999910918e-08,431562560002.56305,1078906400000.0002,1.0999999999847937e-08,52929960.41527211,0.9984308334605505,-269.7266,7552.344800000001,,,,,
9,False,0.0007218290000000002,6743.165000000001,-1888.0862000000002,0.0,8631.2512,0.0002531619999999999,3950.0398954029447,6.999999999784956e-09,770647428595.1034,1024961080000.0002,1.3000000000096268e-08,17160424.18235262,0.3530370935425189,-269.7266,6743.165000000001,,,,,
